@SampleID:
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
221670	family	2759|4890|147541|92860|221670	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Cucurbitariaceae	0.0018		
1843490	family	2|1239|909932|909929|1843490	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Sporomusaceae	0.0000		
76892	family	2|1224|28211|204458|76892	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae	0.8303		
3700	family	2759|35493||3699|3700	Eukaryota|Streptophyta||Brassicales|Brassicaceae	0.0161		
45401	family	2|1224|28211|356|45401	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae	0.1327		
1403793	family	2759|1913637||1913639|1403793	Eukaryota|Mucoromycota||Umbelopsidales|Umbelopsidaceae	0.0002		
45404	family	2|1224|28211|356|45404	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceae	0.0379		
2236	family	2157|28890|183963|2235|2236	Archaea|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae	0.0000		
809	family	2|204428|204429|51291|809	Bacteria|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae	0.0000		
2004	family	2|201174|1760|85012|2004	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae	0.0000		
54740	family	2759|5204|162480|48846|54740	Eukaryota|Basidiomycota|Agaricostilbomycetes|Agaricostilbales|Chionosphaeraceae	0.0061		
1762	family	2|201174|1760|85007|1762	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae	0.0076		
1276290	genus	2|1239|91061|1385|186817|1276290	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Caldibacillus	0.0000		
285810	genus	2759|4890|147541|92860|221670|285810	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Cucurbitariaceae|Pyrenochaeta	0.0018		
65496	genus	2|201174|1760|85010|2070|65496	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinoalloteichus	0.1062		
295577	genus	2|74201|134549|1836787|1836792|295577	Bacteria|Verrucomicrobia|Spartobacteria|Chthoniobacterales|Chthoniobacteraceae|Chthoniobacter	0.0000		
34399	genus	2759|4890|147550|5114|5117|34399	Eukaryota|Ascomycota|Sordariomycetes|Diaporthales|Valsaceae|Phomopsis	0.0067		
92944	genus	2|1224|28211|204455|31989|92944	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Ketogulonicigenium	0.0000		
5506	genus	2759|4890|147550|5125|110618|5506	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium	0.0461		
5073	genus	2759|4890|147545|5042|1131492|5073	Eukaryota|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Penicillium	0.0506		
1620264	genus	2759|4890|147550|5125|110618|1620264	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Dactylonectria	0.0033		
65551	genus	2|1297|188787|68933|188786|65551	Bacteria|Deinococcus-Thermus|Deinococci|Thermales|Thermaceae|Meiothermus	0.0000		
75	genus	2|1224|28211|204458|76892|75	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter	0.0000		
43676	genus	2|201174|1760|85006|85017|43676	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Promicromonospora	0.0000		
1032526	genus	2|74201|203494|48461|134621|1032526	Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobia subdivision 3|Pedosphaera	0.0000		
20	genus	2|1224|28211|204458|76892|20	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium	0.7431		
1835	genus	2|201174|1760|85010|2070|1835	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Saccharopolyspora	0.0000		
1839	genus	2|201174|1760|85009|85015|1839	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides	0.0000		
332162	genus	2|57723|332159|332160|332161|332162	Bacteria|Acidobacteria|Solibacteres|Solibacterales|Solibacteraceae|Candidatus Solibacter	0.0000		
1372	genus	2|1239|91061|1385|186818|1372	Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus	0.0000		
28100	genus	2|1224|28211|356|69277|28100	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Phyllobacterium	0.0000		
810	genus	2|204428|204429|51291|809|810	Bacteria|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia	0.0000		
63958	genus	2|201174|1760|85006|145357|63958	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Dermacoccaceae|Demetria	0.0000		
2013	genus	2|201174|1760|85012|83676|2013	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Nocardiopsaceae|Nocardiopsis	0.0000		
286	genus	2|1224|1236|72274|135621|286	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	6.9574		
1742993	genus	2|201174|1760|85006|1268|1742993	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Pseudarthrobacter	0.0152		
1742992	genus	2|201174|1760|85006|1268|1742992	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Paenarthrobacter	0.0000		
165697	genus	2|1224|28211|204457|41297|165697	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis	0.0000		
150173	genus	2759|4890|147548|5178||150173	Eukaryota|Ascomycota|Leotiomycetes|Helotiales||Phialocephala	0.0080		
1494913	genus	2|976|768503|768507|89373|1494913	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Anditalea	0.0000		
64561	genus	2759|1913637||1913639|1403793|64561	Eukaryota|Mucoromycota||Umbelopsidales|Umbelopsidaceae|Umbelopsis	0.0002		
265	genus	2|1224|28211|204455|31989|265	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus	0.0000		
210567	genus	2759|4890|147548|5178||210567	Eukaryota|Ascomycota|Leotiomycetes|Helotiales||Cadophora	0.0022		
13687	genus	2|1224|28211|204457|41297|13687	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas	0.4095		
55170	genus	2759|4890|147541|92860|683158|55170	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|Didymella	0.0077		
1707	genus	2|201174|1760|85006|85016|1707	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae|Cellulomonas	0.0000		
79328	genus	2|976|1853228|1853229|563835|79328	Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga	0.0000		
528	genus	2|1224|28211|356|118882|528	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Ochrobactrum	0.0000		
1827	genus	2|201174|1760|85007|85025|1827	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus	0.0000		
379	genus	2|1224|28211|356|82115|379	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium	1.2891		
43668	genus	2|201174|1760|85006|85020|43668	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Dermabacteraceae|Brachybacterium	0.0000		
1769962	genus	2759|4890|147541|92860|683158|1769962	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|Paraboeremia	0.0022		
227045	genus	2759|4890|147541|1111111|1111112|227045	Eukaryota|Ascomycota|Dothideomycetes|Venturiales|Sympoventuriaceae|Ochroconis	0.0006		
5598	genus	2759|4890|147541|92860|28556|5598	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Pleosporaceae|Alternaria	0.0455		
2060	genus	2|201174|1760|85007|85028|2060	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Tsukamurellaceae|Tsukamurella	0.0000		
1386	genus	2|1239|91061|1385|186817|1386	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus	0.0341		
747294	genus	2|1224|28216|80840|80864|747294	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pseudorhodoferax	0.0000		
1663	genus	2|201174|1760|85006|1268|1663	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter	0.4171		
374	genus	2|1224|28211|356|41294|374	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium	0.5649		
85413	genus	2|1224|28211|356|41294|85413	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bosea	0.1377		
400634	genus	2|1239|91061|1385|186817|400634	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Lysinibacillus	0.0000		
414878	genus	2|201174|1760|414714|414877|414878	Bacteria|Actinobacteria|Actinobacteria|Catenulisporales|Catenulisporaceae|Catenulispora	0.0000		
212743	genus	2|1224|28216|80840||212743	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales||Rhizobacter	0.0373		
36853	genus	2|1239|186801|186802|186807|36853	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfitobacterium	0.0000		
152317	genus	2759|4890|147550|37989|1910953|152317	Eukaryota|Ascomycota|Sordariomycetes|Xylariales|Bartaliniaceae|Truncatella	0.0091		
191	genus	2|1224|28211|204441|41295|191	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Azospirillum	0.0000		
44471	genus	2|1117||1150|1892252|44471	Bacteria|Cyanobacteria||Oscillatoriales|Microcoleaceae|Microcoleus	0.0000		
231454	genus	2|1224|1236|135614|1775411|231454	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Dyella	0.0000		
125216	genus	2|1224|28211|204441|433|125216	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Roseomonas	0.0000		
5498	genus	2759|4890|147541|134362|452563|5498	Eukaryota|Ascomycota|Dothideomycetes|Capnodiales|Cladosporiaceae|Cladosporium	0.0073		
1485	genus	2|1239|186801|186802|31979|1485	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium	0.0000		
43356	genus	2|201174|1760|85010|2070|43356	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Kutzneria	0.0000		
40657	genus	2759|4890|147550|1028384|1033978|40657	Eukaryota|Ascomycota|Sordariomycetes|Glomerellales|Plectosphaerellaceae|Plectosphaerella	0.0030		
1716	genus	2|201174|1760|85007|1653|1716	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium	0.0000		
117156	genus	2|201174|1760|85009|85015|117156	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Actinopolymorpha	0.0341		
1827195	genus	2|1224|28216|80840|119060|1827195	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Caballeronia	0.0000		
5094	genus	2759|4890|147545|5042|28568|5094	Eukaryota|Ascomycota|Eurotiomycetes|Eurotiales|Trichocomaceae|Talaromyces	0.0023		
29330	genus	2|1239|91061|1385|186823|29330	Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|Alicyclobacillus	0.0000		
1822464	genus	2|1224|28216|80840|119060|1822464	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia	0.2957		
2268	genus	2157|28889|183924|2266|114378|2268	Archaea|Crenarchaeota|Thermoprotei|Thermoproteales|Thermofilaceae|Thermofilum	0.0000		
2263	genus	2157|28890|183968|2258|2259|2263	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus	0.0000		
911	genus	2|1224|28211|356|41294|911	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Nitrobacter	0.5902		
246875	genus	2|976|768503|768507|563798|246875	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Algoriphagus	0.0265		
323620	genus	2|1224|28211|356|82115|323620	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Shinella	0.0000		
1508657	genus	2|1239|186801|186802|541000|1508657	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium	0.0000		
284134	genus	2759|4890|147550|5125||284134	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales||Sarocladium	0.0015		
147067	genus	2|201174|1760|||147067	Bacteria|Actinobacteria|Actinobacteria|||Thermobispora	0.0000		
12916	genus	2|1224|28216|80840|80864|12916	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax	0.5931		
146825	genus	2157|28890|183963|2235|2236|146825	Archaea|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Halorhabdus	0.0000		
32008	genus	2|1224|28216|80840|119060|32008	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia	0.0114		
1195526	genus	2|201174|1760|85006|85023|1195526	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Gryllotalpicola	0.0000		
497726	genus	2157|651137|1643678|1033996|1033997|497726	Archaea|Thaumarchaeota|Nitrososphaeria|Nitrososphaerales|Nitrososphaeraceae|Nitrososphaera	0.0000		
1649482	genus	2|976|117747|200666|84566|1649482	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pseudopedobacter	0.0000		
1849	genus	2|201174|1760|622450|622451|1849	Bacteria|Actinobacteria|Actinobacteria|Actinopolysporales|Actinopolysporaceae|Actinopolyspora	0.0000		
57665	genus	2|1224|29547|213849|72294|57665	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Sulfurospirillum	0.0000		
243023	genus	2759|4890|147550|5125|34397|243023	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Clavicipitaceae|Pochonia	0.0075		
1798858	genus	2759|5204|162480|48846|54740|1798858	Eukaryota|Basidiomycota|Agaricostilbomycetes|Agaricostilbales|Chionosphaeraceae|Ballistosporomyces	0.0061		
84756	genus	2|201174|1760|85006|125316|84756	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Beutenbergiaceae|Beutenbergia	0.0000		
168694	genus	2|201174|1760|85008|28056|168694	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Salinispora	0.0000		
35724	genus	2759|4890|147541|451869|45131|35724	Eukaryota|Ascomycota|Dothideomycetes|Botryosphaeriales|Botryosphaeriaceae|Macrophomina	0.0375		
53335	genus	2|1224|1236|91347|1903409|53335	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea	0.0000		
40323	genus	2|1224|1236|135614|32033|40323	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas	0.0812		
1860048	genus	2759|4890|147550|5125|1667166|1860048	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Striaticonidium	0.0010		
1265689	genus	2|976|768503|768507|200667|1265689	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae|Nafulsella	0.0607		
798070	genus	2759|4890|147541|92860|5020|798070	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Phaeosphaeriaceae|Paraphoma	0.0059		
1506553	genus	2|1239|186801|186802|186803|1506553	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium	0.0000		
1825023	genus	2157|651137||||1825023	Archaea|Thaumarchaeota||||Candidatus Nitrosotenuis	0.0000		
44249	genus	2|1239|91061|1385|186822|44249	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus	0.0000		
182639	genus	2|201174|1760|85009|85015|182639	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Kribbella	0.0000		
58113	genus	2|201174|1760|85014|85034|58113	Bacteria|Actinobacteria|Actinobacteria|Glycomycetales|Glycomycetaceae|Glycomyces	0.0000		
55080	genus	2|1239|91061|1385|186822|55080	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Brevibacillus	0.0000		
1873	genus	2|201174|1760|85008|28056|1873	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora	1.2436		
68	genus	2|1224|1236|135614|32033|68	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter	0.0152		
1319578	genus	2759|4890|147541|92860|715496|1319578	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Morosphaeriaceae|Acrocalymma	0.0004		
658061	genus	2|57723|204432|204433|204434|658061	Bacteria|Acidobacteria|Acidobacteriia|Acidobacteriales|Acidobacteriaceae|Candidatus Koribacter	0.0000		
2053	genus	2|201174|1760|85007|85026|2053	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Gordoniaceae|Gordonia	0.0000		
33071	genus	2|1117|307596|307595|1890422|33071	Bacteria|Cyanobacteria|Gloeobacteria|Gloeobacterales|Gloeobacteraceae|Gloeobacter	0.0000		
898	genus	2|1224|28221|213115|213116|898	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae|Desulfomicrobium	0.0000		
402649	genus	2|201174|1760|85010|2070|402649	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinomycetospora	0.0000		
5543	genus	2759|4890|147550|5125|5129|5543	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Trichoderma	0.0062		
1121253	genus	2|201174|1760|85008|28056|1121253	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catelliglobosispora	0.0417		
53460	genus	2|201174|1760|1643684|85031|53460	Bacteria|Actinobacteria|Actinobacteria|Nakamurellales|Nakamurellaceae|Nakamurella	0.0000		
1988	genus	2|201174|1760|85012|2012|1988	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Thermomonosporaceae|Actinomadura	0.0038		
1525371	genus	2|1224|28211|356|82115|1525371	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Neorhizobium	0.0000		
507	genus	2|1224|28216|80840|506|507	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Alcaligenes	0.0000		
1036719	genus	2759|4890|147550|1028384|1033978|1036719	Eukaryota|Ascomycota|Sordariomycetes|Glomerellales|Plectosphaerellaceae|Verticillium	0.0058		
1849828	genus	2|1239|186801|186802|186804|1849828	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Paeniclostridium	0.0000		
120652	genus	2|1224|28211|356|45404|120652	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceae|Methylocella	0.0379		
106589	genus	2|1224|28216|80840|119060|106589	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus	0.4019		
115780	genus	2|1224|28221|213118|213119|115780	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfotignum	0.0000		
34072	genus	2|1224|28216|80840|80864|34072	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax	0.2619		
469	genus	2|1224|1236|72274|468|469	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter	0.0000		
174951	genus	2|1224|28216|80840|80864|174951	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ramlibacter	0.0076		
1350	genus	2|1239|91061|186826|81852|1350	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus	0.0000		
1745211	genus	2|1224|1236|91347|1903411|1745211	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Chania	0.0000		
1481960	genus	2|1239|186801|186802|186804|1481960	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptoclostridium	0.0000		
1860	genus	2|201174|1760|1643682|85030|1860	Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Geodermatophilus	0.0000		
37463	genus	2759|4890|147541|92860|683158|37463	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|Phoma	0.0002		
1865	genus	2|201174|1760|85008|28056|1865	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes	0.0152		
68287	genus	2|1224|28211|356|69277|68287	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium	3.1470		
222	genus	2|1224|28216|80840|506|222	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter	0.0265		
10	genus	2|1224|1236|1706369|1706371|10	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio	0.0038		
392733	genus	2|57723|204432|204433|204434|392733	Bacteria|Acidobacteria|Acidobacteriia|Acidobacteriales|Acidobacteriaceae|Terriglobus	0.0000		
55067	genus	2759|4890|147541|92860|5020|55067	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Phaeosphaeriaceae|Phaeosphaeria	0.0098		
963	genus	2|1224|28216|80840|75682|963	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herbaspirillum	0.0000		
570266	genus	2157|28890|224756|570264|570265|570266	Archaea|Euryarchaeota|Methanomicrobia|Methanocellales|Methanocellaceae|Methanocella	0.0000		
749461	genus	2759|4890|147541|92860|683158|749461	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|Boeremia	0.0017		
361607	genus	2|201174|1497346|588673|361606|361607	Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Patulibacteraceae|Patulibacter	0.0000		
106591	genus	2|1224|28211|356|82115|106591	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Ensifer	0.0000		
32	genus	2|1224|28221|29|31|32	Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Myxococcus	0.0000		
3701	genus	2759|35493||3699|3700|3701	Eukaryota|Streptophyta||Brassicales|Brassicaceae|Arabidopsis	0.0161		
165695	genus	2|1224|28211|204457|41297|165695	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingobium	0.0000		
